authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Muraoka W.T.; Cramer K.L.; O’Dea A.; Zhao J.-X.; Leonard N.D.; Norris R.D.	2022	Article	All Open Access; Gold Open Access	Frontiers in Ecology and Evolution	English	Muraoka W.T. Department of Oceanography Dalhousie University Halifax NS Canada; Cramer K.L. Global Institute of Sustainability and Innovation Center for Biodiversity Outcomes Arizona State University Tempe AZ United States; O’Dea A. Smithsonian Tropical Research Institute Balboa Panama; Zhao J.-X. Radiogenic Isotope Facility School of Earth Sciences The University of Queensland Brisbane QLD Australia; Leonard N.D. Radiogenic Isotope Facility School of Earth Sciences The University of Queensland Brisbane QLD Australia; Norris R.D. Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA United States	Department of Oceanography Dalhousie University Halifax NS Canada; Global Institute of Sustainability and Innovation Center for Biodiversity Outcomes Arizona State University Tempe AZ United States; Smithsonian Tropical Research Institute Balboa Panama; Radiogenic Isotope Facility School of Earth Sciences The University of Queensland Brisbane QLD Australia; Center for Marine Biodiversity and Conservation Scripps Institution of Oceanography University of California San Diego San Diego CA United States	Scopus				
Hernández R.; Álvarez F.	2019	Article	All Open Access; Gold Open Access; Green Open Access	Revista Mexicana de Biodiversidad	English	Hernández R. Colección Nacional de Crustáceos Instituto de Biología Universidad Nacional Autónoma de México Apartado postal 70-153 México City 04510 Mexico; Álvarez F. Colección Nacional de Crustáceos Instituto de Biología Universidad Nacional Autónoma de México Apartado postal 70-153 México City 04510 Mexico	Colección Nacional de Crustáceos Instituto de Biología Universidad Nacional Autónoma de México Apartado postal 70-153 México City 04510 Mexico	Scopus				
Harper L.M.; Lefcheck J.S.; Whippo R.; Jones M.S.; Foltz Z.; Duffy J.E.	2022	Article	All Open Access; Gold Open Access	Diversity and Distributions	English	Harper L.M. Tennenbaum Marine Observatories Network and MarineGEO Program Smithsonian Environmental Research Center Edgewater MD United States; Lefcheck J.S. Tennenbaum Marine Observatories Network and MarineGEO Program Smithsonian Environmental Research Center Edgewater MD United States; Whippo R. Oregon Institute of Marine Biology Charleston OR United States; Jones M.S. Smithsonian Marine Station Fort Pierce FL United States; Foltz Z. Smithsonian Marine Station Fort Pierce FL United States; Duffy J.E. Tennenbaum Marine Observatories Network and MarineGEO Program Smithsonian Environmental Research Center Edgewater MD United States	Tennenbaum Marine Observatories Network and MarineGEO Program Smithsonian Environmental Research Center Edgewater MD United States; Oregon Institute of Marine Biology Charleston OR United States; Smithsonian Marine Station Fort Pierce FL United States	Scopus				
Lee Hing C.; Guifarro Z.; Dueñas D.; Ochoa G.; Nunez A.; Forman K.; Craig N.; McField M.	2022	Article	All Open Access; Gold Open Access	Frontiers in Marine Science	English	Lee Hing C. Healthy Reefs for Healthy People Fort Lauderdale FL United States; Guifarro Z. Roatan Marine Park Roatan Honduras; Dueñas D. Roatan Marine Park Roatan Honduras; Ochoa G. Roatan Marine Park Roatan Honduras; Nunez A. Belize Fisheries Department Belize City Belize; Forman K. Hol Chan Marine Reserve San Pedro Town Belize; Craig N. Healthy Reefs for Healthy People Fort Lauderdale FL United States; McField M. Healthy Reefs for Healthy People Fort Lauderdale FL United States Roatan Marine Park Roatan Honduras	Healthy Reefs for Healthy People Fort Lauderdale FL United States; Roatan Marine Park Roatan Honduras; Belize Fisheries Department Belize City Belize; Hol Chan Marine Reserve San Pedro Town Belize	Scopus				
González-Bernat M.J.; Clifton J.	2021	Article	NA	Marine Policy	English	González-Bernat M.J. UWA School of Agriculture and Environment and the Oceans Institute University of Western Australia Australia; Clifton J. UWA School of Agriculture and Environment and the Oceans Institute University of Western Australia Australia	UWA School of Agriculture and Environment and the Oceans Institute University of Western Australia Australia	Scopus				
Camacho-Cruz K.A.; Ortiz-Hernández M.C.; Carrillo L.; Sánchez A.	2024	Article	NA	Regional Studies in Marine Science	English	Camacho-Cruz K.A. Instituto Politécnico Nacional-CICIMAR Baja California Sur La Paz Mexico Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico; Ortiz-Hernández M.C. El Colegio de la Frontera Sur Chetumal Quintana Roo Quintana Roo Chetumal Mexico; Carrillo L. El Colegio de la Frontera Sur Chetumal Quintana Roo Quintana Roo Chetumal Mexico; Sánchez A. Instituto Politécnico Nacional-CICIMAR Baja California Sur La Paz Mexico	Instituto Politécnico Nacional-CICIMAR Baja California Sur La Paz Mexico; El Colegio de la Frontera Sur Chetumal Quintana Roo Quintana Roo Chetumal Mexico; Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Quintana Roo Puerto Morelos Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Williams S.C.; Steinberg M.K.; Cissell J.R.	2023	Article	NA	Environmental Biology of Fishes	English	Williams S.C. Department of Geography The University of Alabama Tuscaloosa AL United States; Steinberg M.K. Department of Geography The University of Alabama Tuscaloosa AL United States; Cissell J.R. Department of Geography and Sociology Samford University Birmingham AL United States	Department of Geography The University of Alabama Tuscaloosa AL United States; Department of Geography and Sociology Samford University Birmingham AL United States	Scopus				
Morrissette H.K.; Baez S.K.; Beers L.; Bood N.; Martinez N.D.; Novelo K.; Andrews G.; Balan L.; Beers C.S.; Betancourt S.A.; Blanco R.; Bowden E.; Burns-Perez V.; Carcamo M.; Chevez L.; Crooks S.; Feller I.C.; Galvez G.; Garbutt K.; Gongora R.; Grijalva E.; Lefcheck J.; Mahung A.; Mattis C.; McKoy T.; McLaughlin D.; Meza J.; Pott E.; Ramirez G.; Ramnarace V.; Rash A.; Rosado S.; Santos H.; Santoya L.; Sosa W.; Ugarte G.; Viamil J.; Young A.; Young J.; Canty S.W.J.	2023	Article	All Open Access; Bronze Open Access	Science of the Total Environment	English	Morrissette H.K. Smithsonian Environmental Research Center 647 Contees Wharf Road Edgewater 21037 MD United States Smithsonian Marine Station 701 Seaway Drive Fort Pierce 34949 FL United States Working Land and Seascapes Smithsonian Institution 1000 Jefferson Drive SW Washington 20560 DC United States; Baez S.K. The Pew Charitable Trusts 901 E St. NW Washington 20004 DC United States; Beers L. Silvestrum Climate Associates LLC 1 Lower Crescent Ave Sausalito 94965 CA United States; Bood N. World Wildlife Fund Mesoamerica (Belize Field Office) 1154 Sunrise Avenue Belize City Belize; Martinez N.D. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Novelo K. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Andrews G. Coastal Zone Management Authority and Institute Princess Margaret Drive Belize City Belize; Balan L. Belize Forest Department Forest Drive Belmopan Belize; Beers C.S. Silvestrum Climate Associates LLC 1 Lower Crescent Ave Sausalito 94965 CA United States; Betancourt S.A. Belize Forest Department Forest Drive Belmopan Belize; Blanco R. Sarteneja Alliance for Conservation and Development 329 Lagunita Street Sarteneja Village Corozal District Belize; Bowden E. Toledo Institute for Development and Environment 1 Mile San Antonio Rd. Hopeville Belize; Burns-Perez V. Turneffe Atoll Sustainability Association 62 Bella Vista Belize City Belize; Carcamo M. Belize Forest Department Forest Drive Belmopan Belize; Chevez L. World Wildlife Fund Mesoamerica (Belize Field Office) 1154 Sunrise Avenue Belize City Belize; Crooks S. Silvestrum Climate Associates LLC 1 Lower Crescent Ave Sausalito 94965 CA United States; Feller I.C. Smithsonian Environmental Research Center 647 Contees Wharf Road Edgewater 21037 MD United States; Galvez G. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Garbutt K. Coastal Zone Management Authority and Institute Princess Margaret Drive Belize City Belize; Gongora R. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Grijalva E. Belize Forest Department Forest Drive Belmopan Belize; Lefcheck J. Smithsonian Environmental Research Center 647 Contees Wharf Road Edgewater 21037 MD United States; Mahung A. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Mattis C. National Climate Change Office 7552 Hummingbird Highway Belmopan Belize; McKoy T. Belize Forest Department Forest Drive Belmopan Belize; McLaughlin D. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Meza J. Corozal Sustainable Future Initiative Chunox Sarteneja Road Corozal Belize; Pott E. Belize Forest Department Forest Drive Belmopan Belize; Ramirez G. Toledo Institute for Development and Environment 1 Mile San Antonio Rd. Hopeville Belize; Ramnarace V. Belize Fisheries Department Princess Margaret Drive Belize City Belize; Rash A. Toledo Institute for Development and Environment 1 Mile San Antonio Rd. Hopeville Belize; Rosado S. Coastal Zone Management Authority and Institute Princess Margaret Drive Belize City Belize; Santos H. Sarteneja Alliance for Conservation and Development 329 Lagunita Street Sarteneja Village Corozal District Belize; Santoya L. Sarteneja Alliance for Conservation and Development 329 Lagunita Street Sarteneja Village Corozal District Belize; Sosa W. Corozal Sustainable Future Initiative Chunox Sarteneja Road Corozal Belize; Ugarte G. University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Viamil J. Corozal Sustainable Future Initiative Chunox Sarteneja Road Corozal Belize; Young A. Coastal Zone Management Authority and Institute Princess Margaret Drive Belize City Belize; Young J. Turneffe Atoll Sustainability Association 62 Bella Vista Belize City Belize; Canty S.W.J. Smithsonian Environmental Research Center 647 Contees Wharf Road Edgewater 21037 MD United States Smithsonian Marine Station 701 Seaway Drive Fort Pierce 34949 FL United States Working Land and Seascapes Smithsonian Institution 1000 Jefferson Drive SW Washington 20560 DC United States	Smithsonian Environmental Research Center 647 Contees Wharf Road Edgewater 21037 MD United States; Smithsonian Marine Station 701 Seaway Drive Fort Pierce 34949 FL United States; Working Land and Seascapes Smithsonian Institution 1000 Jefferson Drive SW Washington 20560 DC United States; The Pew Charitable Trusts 901 E St. NW Washington 20004 DC United States; Silvestrum Climate Associates LLC 1 Lower Crescent Ave Sausalito 94965 CA United States; World Wildlife Fund Mesoamerica (Belize Field Office) 1154 Sunrise Avenue Belize City Belize; University of Belize Environmental Research Institute Price Centre Road Belmopan Belize; Coastal Zone Management Authority and Institute Princess Margaret Drive Belize City Belize; Belize Forest Department Forest Drive Belmopan Belize; Sarteneja Alliance for Conservation and Development 329 Lagunita Street Sarteneja Village Corozal District Belize; Toledo Institute for Development and Environment 1 Mile San Antonio Rd. Hopeville Belize; Turneffe Atoll Sustainability Association 62 Bella Vista Belize City Belize; National Climate Change Office 7552 Hummingbird Highway Belmopan Belize; Corozal Sustainable Future Initiative Chunox Sarteneja Road Corozal Belize; Belize Fisheries Department Princess Margaret Drive Belize City Belize	Scopus	Applied science 	Yes - focus relates to manuscript	n/a	
Li J.; Knapp D.E.; Schill S.R.; Roelfsema C.; Phinn S.; Silman M.; Mascaro J.; Asner G.P.	2019	Article	NA	Remote Sensing of Environment	English	Li J. Center for Global Discovery and Conservation Science (GDCS) Arizona State University Tempe AZ United States; Knapp D.E. Center for Global Discovery and Conservation Science (GDCS) Arizona State University Tempe AZ United States; Schill S.R. The Nature Conservancy Caribbean Program United States; Roelfsema C. Remote Sensing Research Centre School of Earth and Environmental Sciences University of Queensland Brisbane Australia; Phinn S. Remote Sensing Research Centre School of Earth and Environmental Sciences University of Queensland Brisbane Australia; Silman M. Wake Forest University Winston-Salem NC United States; Mascaro J. Planet San Francisco 94103 CA United States; Asner G.P. Center for Global Discovery and Conservation Science (GDCS) Arizona State University Tempe AZ United States	Center for Global Discovery and Conservation Science (GDCS) Arizona State University Tempe AZ United States; The Nature Conservancy Caribbean Program United States; Remote Sensing Research Centre School of Earth and Environmental Sciences University of Queensland Brisbane Australia; Wake Forest University Winston-Salem NC United States; Planet San Francisco 94103 CA United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript	n/a	
Castelblanco-Martínez D.N.; Ramos E.A.; Kiszka J.J.; Blanco-Parra M.P.; Padilla-Saldívar J.A.; García J.; Niño-Torres C.A.	2022	Article	NA	Studies on Neotropical Fauna and Environment	English	Castelblanco-Martínez D.N. Consejo Nacional De Ciencia Y Tecnología Ciudad de México Mexico División de Ciencias e Ingenieria Universidad De Quintana Roo Quintana Roo Chetumal Mexico Fundación Internacional Para La Naturaleza Y La Sustentabilidad Quintana Roo Chetumal Mexico; Ramos E.A. Fundación Internacional Para La Naturaleza Y La Sustentabilidad Quintana Roo Chetumal Mexico The Graduate Center City University of New York New York NY United States; Kiszka J.J. Department of Biological Sciences Coastlines and Oceans Division Institute of Environment Florida International University North Miami FL United States; Blanco-Parra M.P. Consejo Nacional De Ciencia Y Tecnología Ciudad de México Mexico División de Ciencias e Ingenieria Universidad De Quintana Roo Quintana Roo Chetumal Mexico Fundación Internacional Para La Naturaleza Y La Sustentabilidad Quintana Roo Chetumal Mexico; Padilla-Saldívar J.A. Halmos College of Natural Sciences and Oceanography Nova Southeastern University Fort Lauderdale FL United States; García J. División de Ciencias e Ingenieria Universidad De Quintana Roo Quintana Roo Chetumal Mexico Fundación Internacional Para La Naturaleza Y La Sustentabilidad Quintana Roo Chetumal Mexico; Niño-Torres C.A. El Colegio De La Frontera Sur Quintana Roo Chetumal Mexico	Consejo Nacional De Ciencia Y Tecnología Ciudad de México Mexico; División de Ciencias e Ingenieria Universidad De Quintana Roo Quintana Roo Chetumal Mexico; Fundación Internacional Para La Naturaleza Y La Sustentabilidad Quintana Roo Chetumal Mexico; The Graduate Center City University of New York New York NY United States; Department of Biological Sciences Coastlines and Oceans Division Institute of Environment Florida International University North Miami FL United States; El Colegio De La Frontera Sur Quintana Roo Chetumal Mexico; Halmos College of Natural Sciences and Oceanography Nova Southeastern University Fort Lauderdale FL United States	Scopus	Basic/descriptive science	Unsure - flag for later review, Yes - focus relates to manuscript		
